event_attendence,event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,f1_record,f1_dob,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_record,f2_dob,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,winner
8442,November 11 2017,Dustin Poirier,Anthony Pettis,3,2,3,53,34,0,4,5,1,2.08,Lightweight,,KO/TKO,Record: 25-5-0 (1 NC),Jan 19 1989,5' 9,72,4.08,5.75,Southpaw,49,56,1.2,37,1.63,69,155,Record: 22-8-0,Jan 27 1987,5' 10,72,3.22,2.87,Orthodox,45,54,1.2,54,0.73,58,170,Dustin Poirier
8442,November 11 2017,Matt Brown,Diego Sanchez,0,0,1,18,12,0,0,0,0,3.44,Welterweight,Elbow,KO/TKO,Record: 23-16-0,Jan 10 1981,6' 0,75,2.64,3.78,Orthodox,53,56,1.6,46,1.57,63,170,Record: 31-11-0,Dec 31 1981,5' 10,72,2.9,2.85,Southpaw,37,57,0.9,24,1.65,50,170,Matt Brown
8442,November 11 2017,Andrei Arlovski,Junior Albini,0,0,3,92,48,0,0,0,0,5,Heavyweight,,U-DEC,Record: 27-17-0 (2 NC),Feb 04 1979,6' 3,77,2.57,3.12,Orthodox,42,58,0.3,36,0.58,78,240,Record: 14-5-0,Mar 15 1991,6' 3,74,5.49,3.8,Orthodox,53,51,0,37,1.76,100,264,Andrei Arlovski
8442,November 11 2017,Cezar Ferreira,Nate Marquardt,1,0,3,47,36,0,0,2,0,5,Middleweight,,S-DEC,Record: 14-7-0,Feb 15 1985,6' 1,78,2.14,1.83,Southpaw,42,55,0.5,59,2.97,90,185,Record: 38-19-2,Apr 20 1979,6' 0,74,2.32,2.71,Orthodox,49,55,0.8,51,1.87,70,185,Cezar Ferreira
8442,November 11 2017,Raphael Assuncao,Matthew Lopez,0,0,3,46,34,0,0,0,1,1.5,Bantamweight,Punch,KO/TKO,Record: 27-6-0,Jul 19 1982,5' 5,66,2.24,3.34,Orthodox,40,70,0.3,36,1.38,79,135,Record: 10-4-0,Jan 21 1987,5' 7,69,3.73,3.13,Southpaw,50,55,1.3,60,3.32,71,135,Raphael Assuncao
8442,November 11 2017,Clay Guida,Joe Lauzon,0,0,1,24,1,0,0,0,0,1.07,Lightweight,Punch,KO/TKO,Record: 34-15-0,Dec 08 1981,5' 7,70,2.39,2.33,Orthodox,32,65,0.7,37,3.43,69,155,Record: 27-16-0,May 22 1984,5' 10,71,5.39,2.74,Orthodox,38,54,2.1,45,2.34,54,155,Clay Guida
8442,November 11 2017,Marlon Moraes,John Dodson,0,0,3,45,43,1,0,1,2,5,Bantamweight,,S-DEC,Record: 22-5-1,Apr 26 1988,5' 6,67,2.6,3.23,Orthodox,34,65,0.9,25,0.43,60,135,Record: 21-11-0,Sep 26 1984,5' 3,66,3.55,3.28,Orthodox,40,61,0,28,0.8,81,135,Marlon Moraes
8442,November 11 2017,Tatiana Suarez,Viviane Pereira,13,0,3,71,13,0,1,4,0,5,Women's Strawweight,,U-DEC,Record: 8-0-0,Dec 19 1990,5' 5,67,0.72,4.75,,73,42,0.8,81,7.5,100,115,Record: 13-2-0,Aug 28 1993,5' 1,63,4.48,2.7,Orthodox,30,58,0.2,100,0.25,28,115,Tatiana Suarez
8442,November 11 2017,Sage Northcutt,Michel Quinones,1,0,3,79,55,0,0,3,0,5,Lightweight,,U-DEC,Record: 11-2-0,Mar 01 1996,6' 0,71,1.96,3.58,Orthodox,52,58,0.6,34,1.81,41,170,Record: 8-3-0,Dec 22 1984,5' 10,73,5.98,2.91,Orthodox,29,48,0,0,0,36,155,Sage Northcutt
8442,November 11 2017,Nina Ansaroff,Angela Hill,0,0,3,143,107,0,0,0,0,5,Women's Strawweight,,U-DEC,Record: 10-5-0,Dec 03 1985,5' 5,64,3.31,5.09,Orthodox,46,55,0.7,40,0.34,80,115,Record: 8-6-0,Jan 12 1985,5' 3,64,5.29,5.58,Orthodox,51,63,0,60,0.4,72,115,Nina Ansaroff
8442,November 11 2017,Sean Strickland,Court McGee,3,0,3,78,62,1,0,3,0,5,Welterweight,,U-DEC,Record: 20-3-0,Feb 27 1991,6' 1,76,3.62,4.34,Orthodox,35,64,0.5,57,1.37,81,170,Record: 20-7-0,Dec 12 1984,5' 11,75,3.43,4.72,Orthodox,36,63,0.5,24,1.98,62,170,Sean Strickland
8442,November 11 2017,Jake Collier,Marcel Fortuna,0,3,3,94,59,0,1,0,1,5,Light Heavyweight,,U-DEC,Record: 11-4-0,Oct 25 1988,6' 3,78,3.69,4.15,Orthodox,39,52,0.5,23,0.72,67,205,Record: 9-3-0,Oct 22 1985,6' 1,74,4.52,3.83,Orthodox,46,64,0.5,8,0.45,75,205,Jake Collier
8442,November 11 2017,Karl Roberson,Darren Stewart,1,0,1,17,6,2,0,1,0,3.41,Middleweight,Rear Naked Choke,SUB,Record: 7-2-0,Oct 04 1990,6' 1,74,1.44,3.11,Southpaw,61,71,1.1,75,1.66,57,205,Record: 9-4-0 (1 NC),Dec 30 1990,6' 0,74,2.67,2.96,Orthodox,43,53,0,41,1.84,63,185,Karl Roberson
10021,November 18 2017,Fabricio Werdum,Marcin Tybura,2,0,5,155,127,0,0,1,1,5,Heavyweight,,U-DEC,Record: 23-8-1,Jul 30 1977,6' 4,77,2.45,3.61,Orthodox,51,56,1.1,30,1.65,31,231,Record: 17-4-0,Nov 09 1985,6' 3,78,2.99,3.6,Orthodox,52,52,0.1,61,1.61,79,249,Fabricio Werdum
