event_attendance,event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Kamaru Usman,Demian Maia,0,0,5,66,27,0,0,0,0,5.0,Welterweight,,U-DEC,Kamaru Usman
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Tatiana Suarez,Alexa Grasso,4,0,1,2,6,1,0,2,0,2.44,Women's Strawweight,Rear Naked Choke,SUB,Tatiana Suarez
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Dominick Reyes,Jared Cannonier,0,0,1,20,6,0,0,0,0,2.55,Light Heavyweight,Punch,KO/TKO,Dominick Reyes
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Guido Cannetti,Diego Rivas,4,0,3,25,22,1,1,1,2,5.0,Bantamweight,,U-DEC,Guido Cannetti
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Andrea Lee,Veronica Macedo,8,0,3,56,24,2,1,3,1,5.0,Women's Flyweight,,U-DEC,Andrea Lee
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Vicente Luque,Chad Laprise,0,0,1,14,13,0,0,0,0,4.16,Welterweight,Punch,KO/TKO,Vicente Luque
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Michel Prazeres,Zak Cummings,3,0,3,30,28,0,0,3,0,5.0,Welterweight,,S-DEC,Michel Prazeres
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Alexandre Pantoja,Brandon Moreno,2,0,3,79,45,0,0,0,2,5.0,Flyweight,,U-DEC,Alexandre Pantoja
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Poliana Botelho,Syuri Kondo,0,0,1,9,2,0,0,0,0,0.33,Women's Strawweight,Kick,KO/TKO,Poliana Botelho
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Gabriel Benitez,Humberto Bandenay,0,0,1,9,2,0,1,1,0,0.39,Featherweight,Slam,KO/TKO,Gabriel Benitez
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Enrique Barzola,Brandon Davis,5,0,3,51,29,1,0,10,0,5.0,Featherweight,,U-DEC,Enrique Barzola
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Frankie Saenz,Henry Briones,2,0,3,66,44,0,1,4,0,5.0,Bantamweight,,U-DEC,Frankie Saenz
11082,May 19 2018,UFC Fight Night: Maia vs. Usman,Claudio Puelles,Felipe Silva,0,1,3,16,70,1,0,2,1,2.23,Lightweight,Kneebar,SUB,Claudio Puelles
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Darren Till,Stephen Thompson,0,0,5,38,30,0,0,0,0,5.0,Welterweight,,U-DEC,Darren Till
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Neil Magny,Craig White,1,0,1,18,6,0,0,0,0,4.32,Welterweight,Knee,KO/TKO,Neil Magny
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Arnold Allen,Mads Burnell,0,4,3,29,20,1,0,0,6,2.41,Featherweight,Other - Choke,SUB,Arnold Allen
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Makwan Amirkhani,Jason Knight,2,0,3,27,29,0,1,3,0,5.0,Featherweight,,S-DEC,Makwan Amirkhani
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Claudio Silva,Nordine Taleb,4,0,1,18,6,1,0,1,1,4.31,Welterweight,Rear Naked Choke,SUB,Claudio Silva
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Darren Stewart,Eric Spicely,0,0,2,34,15,0,0,0,0,1.47,Middleweight,Punch,KO/TKO,Darren Stewart
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Tom Breese,Daniel Kelly,0,0,1,23,6,0,0,0,0,3.33,Middleweight,Punch,KO/TKO,Tom Breese
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Lina Lansberg,Gina Mazany,0,0,3,40,38,0,0,1,2,5.0,Women's Bantamweight,,U-DEC,Lina Lansberg
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Carlo Pedersoli,Bradley Scott,1,0,3,67,58,0,0,3,0,5.0,Welterweight,,S-DEC,Carlo Pedersoli
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Gillian Robertson,Molly McCann,6,0,2,17,10,1,0,2,0,2.05,Women's Flyweight,Rear Naked Choke,SUB,Gillian Robertson
8520,May 27 2018,UFC Fight Night: Thompson vs. Till,Elias Theodorou,Trevor Smith,0,0,3,77,41,0,0,0,3,5.0,Middleweight,,U-DEC,Elias Theodorou
2800,November 12 1993,UFC 1: The Beginning,Royce Gracie,Gerard Gordeau,2,0,1,1,0,1,0,1,0,1.44,Open Weight,Rear Naked Choke,SUB,Royce Gracie
2800,November 12 1993,UFC 1: The Beginning,Jason DeLucia,Trent Jenkins,1,0,1,3,1,1,0,1,0,0.52,Open Weight,Rear Naked Choke,SUB,Jason DeLucia
2800,November 12 1993,UFC 1: The Beginning,Royce Gracie,Ken Shamrock,2,0,1,0,0,1,0,0,0,0.57,Open Weight,Rear Naked Choke,SUB,Royce Gracie
2800,November 12 1993,UFC 1: The Beginning,Gerard Gordeau,Kevin Rosier,0,0,1,11,0,0,0,0,0,0.59,Open Weight,,KO/TKO,Gerard Gordeau
2800,November 12 1993,UFC 1: The Beginning,Ken Shamrock,Patrick Smith,0,0,1,1,4,2,0,1,0,1.49,Open Weight,Heel Hook,SUB,Ken Shamrock
2800,November 12 1993,UFC 1: The Beginning,Royce Gracie,Art Jimmerson,2,0,1,0,0,0,0,1,0,2.18,Open Weight,Other,SUB,Royce Gracie
2800,November 12 1993,UFC 1: The Beginning,Kevin Rosier,Zane Frazier,0,0,1,15,12,0,0,0,0,4.2,Open Weight,,KO/TKO,Kevin Rosier
2800,November 12 1993,UFC 1: The Beginning,Gerard Gordeau,Teila Tuli,0,0,1,3,0,0,0,0,0,0.26,Open Weight,Kick,KO/TKO,Gerard Gordeau
2000,March 11 1994,UFC 2: No Way Out,Royce Gracie,Patrick Smith,2,0,1,4,1,0,0,1,0,1.17,Open Weight,Punches,KO/TKO,Royce Gracie
2000,March 11 1994,UFC 2: No Way Out,Royce Gracie,Remco Pardoel,1,0,1,0,0,1,0,1,0,1.31,Open Weight,Gi Choke,SUB,Royce Gracie
2000,March 11 1994,UFC 2: No Way Out,Patrick Smith,Johnny Rhodes,0,0,1,5,4,1,0,0,0,1.07,Open Weight,Guillotine Choke,SUB,Patrick Smith
2000,March 11 1994,UFC 2: No Way Out,Royce Gracie,Jason DeLucia,1,0,1,0,0,1,0,0,1,1.07,Open Weight,Armbar,SUB,Royce Gracie
2000,March 11 1994,UFC 2: No Way Out,Remco Pardoel,Orlando Wiet,1,0,1,7,1,0,0,1,0,1.29,Open Weight,Elbows,KO/TKO,Remco Pardoel
2000,March 11 1994,UFC 2: No Way Out,Johnny Rhodes,Fred Ettish,1,0,1,13,4,1,0,0,0,3.07,Open Weight,Other - Choke,SUB,Johnny Rhodes
2000,March 11 1994,UFC 2: No Way Out,Patrick Smith,Scott Morris,1,0,1,13,0,0,0,0,0,0.3,Open Weight,Elbows,KO/TKO,Patrick Smith
2000,March 11 1994,UFC 2: No Way Out,Royce Gracie,Minoki Ichihara,1,0,1,2,3,2,0,1,0,5.08,Open Weight,Armbar,SUB,Royce Gracie
2000,March 11 1994,UFC 2: No Way Out,Jason DeLucia,Scott Baker,4,3,1,3,0,5,0,0,1,6.41,Open Weight,Triangle Choke,SUB,Jason DeLucia
2000,March 11 1994,UFC 2: No Way Out,Remco Pardoel,Alberta Cerra Leon,2,0,1,4,1,1,0,1,0,9.51,Open Weight,Other - Choke,SUB,Remco Pardoel
2000,March 11 1994,UFC 2: No Way Out,Orlando Wiet,Robert Lucarelli,0,0,1,8,2,0,1,0,1,2.5,Open Weight,,KO/TKO,Orlando Wiet
2000,March 11 1994,UFC 2: No Way Out,Frank Hamaker,Thaddeus Luster,4,0,1,2,0,3,0,1,0,4.52,Open Weight,Keylock,SUB,Frank Hamaker
2000,March 11 1994,UFC 2: No Way Out,Johnny Rhodes,David Levicki,1,0,1,11,4,0,0,1,0,2.13,Open Weight,Punches,KO/TKO,Johnny Rhodes
2000,March 11 1994,UFC 2: No Way Out,Patrick Smith,Ray Wizard,0,0,1,1,1,1,0,0,0,0.58,Open Weight,Guillotine Choke,SUB,Patrick Smith
2000,March 11 1994,UFC 2: No Way Out,Scott Morris,Sean Daugherty,1,0,1,1,0,1,0,1,0,0.2,Open Weight,Guillotine Choke,SUB,Scott Morris
5857,December 16 1994,UFC 4: Revenge of the Warriors,Royce Gracie,Dan Severn,0,0,1,0,4,3,0,0,1,5.49,Open Weight,Triangle Choke,SUB,Royce Gracie
5857,December 16 1994,UFC 4: Revenge of the Warriors,Dan Severn,Marcus Bossett,2,0,1,0,1,1,0,1,0,0.52,Open Weight,Arm Triangle,SUB,Dan Severn
5857,December 16 1994,UFC 4: Revenge of the Warriors,Royce Gracie,Keith Hackney,0,0,1,11,4,3,0,0,0,5.32,Open Weight,Armbar,SUB,Royce Gracie
5857,December 16 1994,UFC 4: Revenge of the Warriors,Dan Severn,Anthony Macias,1,0,1,0,8,1,0,2,0,1.45,Open Weight,Rear Naked Choke,SUB,Dan Severn
5857,December 16 1994,UFC 4: Revenge of the Warriors,Steve Jennum,Melton Bowen,2,0,1,13,1,1,0,2,0,4.47,Open Weight,Armbar,SUB,Steve Jennum
5857,December 16 1994,UFC 4: Revenge of the Warriors,Keith Hackney,Joe Son,1,1,1,8,0,1,1,0,1,2.44,Open Weight,Other - Choke,SUB,Keith Hackney
5857,December 16 1994,UFC 4: Revenge of the Warriors,Royce Gracie,Ron van Clief,3,0,1,7,0,1,0,1,0,3.49,Open Weight,Rear Naked Choke,SUB,Royce Gracie
5857,December 16 1994,UFC 4: Revenge of the Warriors,Guy Mezger,Jason Fairn,2,0,1,19,9,0,0,1,0,2.13,Open Weight,,KO/TKO,Guy Mezger
6000,April 07 1995,UFC 5: The Return of the Beast,Dan Severn,Dave Beneteau,1,0,1,2,2,1,0,1,0,3.01,Open Weight,Keylock,SUB,Dan Severn
6000,April 07 1995,UFC 5: The Return of the Beast,Ken Shamrock,Royce Gracie,0,0,2,10,3,0,0,1,0,5.0,Open Weight,,Other,Ken Shamrock
6000,April 07 1995,UFC 5: The Return of the Beast,Dan Severn,Oleg Taktarov,1,0,1,9,0,0,0,1,0,4.21,Open Weight,,KO/TKO,Dan Severn
6000,April 07 1995,UFC 5: The Return of the Beast,Dave Beneteau,Todd Medina,2,0,1,8,0,0,0,1,0,2.12,Open Weight,Punches,KO/TKO,Dave Beneteau
6000,April 07 1995,UFC 5: The Return of the Beast,Dan Severn,Joe Charles,2,0,1,2,1,1,0,1,0,1.38,Open Weight,Rear Naked Choke,SUB,Dan Severn
6000,April 07 1995,UFC 5: The Return of the Beast,Oleg Taktarov,Ernie Verdicia,1,0,1,0,2,1,0,0,0,2.23,Open Weight,Neck Crank,SUB,Oleg Taktarov
6000,April 07 1995,UFC 5: The Return of the Beast,Todd Medina,Larry Cureton,1,0,1,4,1,1,0,1,0,2.55,Open Weight,Forearm Choke,SUB,Todd Medina
6000,April 07 1995,UFC 5: The Return of the Beast,Jon Hess,Andy Anderson,0,0,1,17,2,0,0,0,0,1.23,Open Weight,Knees,KO/TKO,Jon Hess
2700,July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,David Abbott,1,1,1,4,17,4,1,0,2,7.45,Open Weight,Rear Naked Choke,SUB,Oleg Taktarov
2700,July 14 1995,UFC 6: Clash of the Titans,Ken Shamrock,Dan Severn,0,0,1,2,2,2,0,0,0,2.14,Open Weight,Guillotine Choke,SUB,Ken Shamrock
2700,July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,Anthony Macias,1,0,1,0,0,1,0,0,0,0.09,Open Weight,Guillotine Choke,SUB,Oleg Taktarov
2700,July 14 1995,UFC 6: Clash of the Titans,David Abbott,Paul Varelans,1,0,1,14,1,0,0,1,0,1.53,Open Weight,Punches,KO/TKO,David Abbott
2700,July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,Dave Beneteau,0,0,1,0,5,1,0,0,1,0.57,Open Weight,Guillotine Choke,SUB,Oleg Taktarov
2700,July 14 1995,UFC 6: Clash of the Titans,Patrick Smith,Rudyard Moncayo,1,0,1,6,0,1,0,2,0,1.08,Open Weight,Other - Choke,SUB,Patrick Smith
2700,July 14 1995,UFC 6: Clash of the Titans,Paul Varelans,Cal Worsham,0,0,1,8,9,0,0,0,0,1.02,Open Weight,Elbow,KO/TKO,Paul Varelans
2700,July 14 1995,UFC 6: Clash of the Titans,David Abbott,John Matua,0,0,1,7,0,0,0,0,0,0.2,Open Weight,Punches,KO/TKO,David Abbott
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Paul Varelans,1,0,1,33,10,0,1,0,0,3.17,Open Weight,Kicks,KO/TKO,Marco Ruas
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Ken Shamrock,Oleg Taktarov,1,0,2,29,4,1,0,1,0,3.0,Open Weight,,Other,Ken Shamrock
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Remco Pardoel,2,0,1,4,2,2,2,0,1,2.27,Open Weight,Other,SUB,Marco Ruas
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Paul Varelans,Mark Hall,2,0,1,2,2,2,0,1,0,1.01,Open Weight,Keylock,SUB,Paul Varelans
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Larry Cureton,1,0,1,1,6,3,1,1,0,3.23,Open Weight,Heel Hook,SUB,Marco Ruas
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Remco Pardoel,Ryan Parker,2,0,1,0,0,1,0,1,0,3.05,Open Weight,Gi Choke,SUB,Remco Pardoel
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Mark Hall,Harold Howard,0,0,1,1,4,0,0,0,1,1.41,Open Weight,Punches,KO/TKO,Mark Hall
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Paul Varelans,Gerry Harris,3,0,1,4,0,0,0,1,0,1.05,Open Weight,Elbows,KO/TKO,Paul Varelans
9000,September 08 1995,UFC 7: The Brawl in Buffalo,Scott Bessac,David Hood,0,0,1,1,2,2,0,0,0,0.31,Open Weight,Guillotine Choke,SUB,Scott Bessac
2800,December 16 1995,UFC - Ultimate Ultimate '95,Dan Severn,Oleg Taktarov,5,0,2,24,8,0,1,0,0,3.0,Open Weight,,U-DEC,Dan Severn
2800,December 16 1995,UFC - Ultimate Ultimate '95,Oleg Taktarov,Marco Ruas,0,0,1,6,14,1,0,0,0,8.0,Open Weight,,U-DEC,Oleg Taktarov
2800,December 16 1995,UFC - Ultimate Ultimate '95,Dan Severn,David Abbott,0,0,1,57,3,0,0,1,0,8.0,Open Weight,,U-DEC,Dan Severn
2800,December 16 1995,UFC - Ultimate Ultimate '95,Oleg Taktarov,Dave Beneteau,0,0,1,0,2,2,0,0,0,1.15,Open Weight,Ankle Lock,SUB,Oleg Taktarov
2800,December 16 1995,UFC - Ultimate Ultimate '95,Marco Ruas,Keith Hackney,1,0,1,7,1,1,0,1,0,2.39,Open Weight,Rear Naked Choke,SUB,Marco Ruas
2800,December 16 1995,UFC - Ultimate Ultimate '95,Dan Severn,Paul Varelans,1,0,1,0,1,2,0,1,0,1.01,Open Weight,Arm Triangle,SUB,Dan Severn
2800,December 16 1995,UFC - Ultimate Ultimate '95,David Abbott,Steve Jennum,1,0,1,1,0,1,0,1,0,1.14,Open Weight,Neck Crank,SUB,David Abbott
5000,February 16 1996,UFC 8: David vs Goliath,Don Frye,Gary Goodridge,1,0,1,12,2,0,0,0,1,2.14,Open Weight,Punches,KO/TKO,Don Frye
5000,February 16 1996,UFC 8: David vs Goliath,Ken Shamrock,Kimo Leopoldo,2,1,1,0,4,2,0,1,0,4.24,Open Weight,Kneebar,SUB,Ken Shamrock
5000,February 16 1996,UFC 8: David vs Goliath,Gary Goodridge,Jerry Bohlander,1,2,1,3,1,1,0,1,0,5.31,Open Weight,Punch,KO/TKO,Gary Goodridge
5000,February 16 1996,UFC 8: David vs Goliath,Don Frye,Sam Adkins,1,0,1,5,0,0,0,1,0,0.48,Open Weight,,KO/TKO,Don Frye
5000,February 16 1996,UFC 8: David vs Goliath,Gary Goodridge,Paul Herrera,0,0,1,8,0,0,0,1,0,0.13,Open Weight,Elbows,KO/TKO,Gary Goodridge
5000,February 16 1996,UFC 8: David vs Goliath,Jerry Bohlander,Scott Ferrozzo,0,0,1,7,9,1,1,0,2,9.03,Open Weight,Guillotine Choke,SUB,Jerry Bohlander
5000,February 16 1996,UFC 8: David vs Goliath,Paul Varelans,Joe Moreira,0,0,1,9,12,0,0,0,0,0.0,Open Weight,,U-DEC,Paul Varelans
5000,February 16 1996,UFC 8: David vs Goliath,Don Frye,Thomas Ramirez,0,0,1,3,1,0,0,0,0,0.08,Open Weight,Punch,KO/TKO,Don Frye
11200,May 17 1996,UFC 9: Motor City Madness,Dan Severn,Ken Shamrock,0,1,3,16,18,0,0,0,0,3.0,Open Weight,,S-DEC,Dan Severn
11200,May 17 1996,UFC 9: Motor City Madness,Don Frye,Amaury Bitetti,2,0,1,46,2,0,0,1,0,9.3,Open Weight,Knees,KO/TKO,Don Frye
11200,May 17 1996,UFC 9: Motor City Madness,Mark Hall,Koji Kitao,0,1,1,3,1,0,0,0,1,0.47,Open Weight,,KO/TKO,Mark Hall
11200,May 17 1996,UFC 9: Motor City Madness,Mark Schultz,Gary Goodridge,5,0,1,8,1,0,0,3,0,2.0,Open Weight,,KO/TKO,Mark Schultz
11200,May 17 1996,UFC 9: Motor City Madness,Rafael Carino,Matt Andersen,3,0,1,8,0,0,0,1,0,5.32,Open Weight,Punches,KO/TKO,Rafael Carino
11200,May 17 1996,UFC 9: Motor City Madness,Cal Worsham,Zane Frazier,1,0,1,9,1,0,0,1,0,3.14,Open Weight,Punches,KO/TKO,Cal Worsham
11200,May 17 1996,UFC 9: Motor City Madness,Steve Nelmark,Tai Bowden,4,0,1,13,4,1,0,2,0,7.25,Open Weight,,KO/TKO,Steve Nelmark
4300,July 12 1996,UFC 10: The Tournament,Mark Coleman,Don Frye,6,0,1,34,1,2,0,3,0,1.34,Open Weight,Headbutts,KO/TKO,Mark Coleman
4300,July 12 1996,UFC 10: The Tournament,Mark Coleman,Gary Goodridge,2,0,1,33,3,0,0,2,0,7.0,Open Weight,Other,SUB,Mark Coleman
4300,July 12 1996,UFC 10: The Tournament,Don Frye,Brian Johnston,2,1,1,11,11,0,0,1,0,4.37,Open Weight,Elbows,KO/TKO,Don Frye
4300,July 12 1996,UFC 10: The Tournament,Gary Goodridge,John Campetella,1,0,1,5,5,0,0,0,0,1.28,Open Weight,Punches,KO/TKO,Gary Goodridge
4300,July 12 1996,UFC 10: The Tournament,Mark Coleman,Moti Horenstein,1,0,1,25,0,0,0,1,0,2.43,Open Weight,Punches,KO/TKO,Mark Coleman
4300,July 12 1996,UFC 10: The Tournament,Brian Johnston,Scott Fiedler,2,1,1,2,3,1,0,1,0,2.25,Open Weight,Punches,KO/TKO,Brian Johnston
4300,July 12 1996,UFC 10: The Tournament,Don Frye,Mark Hall,2,0,1,27,2,0,0,1,0,0.21,Open Weight,Headbutt,KO/TKO,Don Frye
4500,September 20 1996,UFC 11: The Proving Ground,Scott Ferrozzo,David Abbott,0,0,2,60,21,0,0,0,0,3.0,Open Weight,,U-DEC,Scott Ferrozzo
4500,September 20 1996,UFC 11: The Proving Ground,Mark Coleman,Brian Johnston,1,0,1,9,3,0,0,1,0,2.2,Open Weight,Punches,KO/TKO,Mark Coleman
4500,September 20 1996,UFC 11: The Proving Ground,Jerry Bohlander,Fabio Gurgel,0,1,1,18,2,0,1,1,1,5.0,Open Weight,,U-DEC,Jerry Bohlander
4500,September 20 1996,UFC 11: The Proving Ground,David Abbott,Sam Adkins,1,0,1,8,0,1,0,1,0,2.06,Open Weight,Forearm Choke,SUB,David Abbott
4500,September 20 1996,UFC 11: The Proving Ground,Brian Johnston,Reza Nasri,2,0,1,6,0,0,0,1,0,0.28,Open Weight,Punches,KO/TKO,Brian Johnston
4500,September 20 1996,UFC 11: The Proving Ground,Mark Coleman,Julian Sanchez,0,0,1,7,0,2,0,1,0,0.45,Open Weight,Neck Crank,SUB,Mark Coleman
3000,December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,David Abbott,1,0,1,6,13,2,0,0,0,1.22,Open Weight,Rear Naked Choke,SUB,Don Frye
3000,December 07 1996,UFC - Ultimate Ultimate '96,David Abbott,Steve Nelmark,1,0,1,9,2,0,0,1,0,1.03,Open Weight,Punch,KO/TKO,David Abbott
3000,December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,Mark Hall,0,0,1,0,0,1,0,0,0,0.2,Open Weight,Ankle Lock,SUB,Don Frye
3000,December 07 1996,UFC - Ultimate Ultimate '96,Ken Shamrock,Brian Johnston,0,0,1,22,1,1,0,1,0,5.48,Open Weight,Forearm Choke,SUB,Ken Shamrock
3000,December 07 1996,UFC - Ultimate Ultimate '96,Kimo Leopoldo,Paul Varelans,0,1,1,9,21,0,0,0,0,9.08,Open Weight,Punches,KO/TKO,Kimo Leopoldo
3000,December 07 1996,UFC - Ultimate Ultimate '96,David Abbott,Cal Worsham,1,0,1,4,5,1,0,0,0,2.51,Open Weight,Punches,KO/TKO,David Abbott
3000,December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,Gary Goodridge,0,1,1,16,14,0,0,0,1,1.19,Open Weight,Other,SUB,Don Frye
3100,February 07 1997,UFC 12: Judgement Day,Mark Coleman,Dan Severn,1,0,1,4,2,2,0,0,0,2.57,Heavyweight,Neck Crank,SUB,Mark Coleman
3100,February 07 1997,UFC 12: Judgement Day,Vitor Belfort,Scott Ferrozzo,0,0,1,9,0,0,0,0,0,0.43,Heavyweight,Punches,KO/TKO,Vitor Belfort
3100,February 07 1997,UFC 12: Judgement Day,Jerry Bohlander,Nick Sanzo,0,0,1,2,0,1,0,1,0,0.39,Lightweight,Other - Lock,SUB,Jerry Bohlander
3100,February 07 1997,UFC 12: Judgement Day,Vitor Belfort,Tra Telligman,1,0,1,17,1,0,0,0,0,1.17,Heavyweight,Elbows,KO/TKO,Vitor Belfort
3100,February 07 1997,UFC 12: Judgement Day,Scott Ferrozzo,Jim Mullen,1,0,1,30,3,1,0,2,0,8.02,Heavyweight,Knees,KO/TKO,Scott Ferrozzo
3100,February 07 1997,UFC 12: Judgement Day,Yoshiki Takahashi,Wallid Ismail,0,0,2,20,1,0,0,1,1,3.0,Lightweight,,U-DEC,Yoshiki Takahashi
3100,February 07 1997,UFC 12: Judgement Day,Jerry Bohlander,Rainy Martinez,4,0,1,0,0,1,0,1,0,1.24,Lightweight,Rear Naked Choke,SUB,Jerry Bohlander
5100,May 30 1997,UFC 13: The Ultimate Force,Vitor Belfort,David Abbott,0,0,1,15,2,0,0,1,0,0.52,Heavyweight,Punches,KO/TKO,Vitor Belfort
5100,May 30 1997,UFC 13: The Ultimate Force,Randy Couture,Steven Graham,4,0,1,16,0,0,0,1,0,3.13,Heavyweight,Punches,KO/TKO,Randy Couture
5100,May 30 1997,UFC 13: The Ultimate Force,Guy Mezger,Tito Ortiz,0,0,1,0,5,1,0,0,1,2.0,Lightweight,Guillotine Choke,SUB,Guy Mezger
5100,May 30 1997,UFC 13: The Ultimate Force,Randy Couture,Tony Halme,2,0,1,1,0,1,0,1,0,0.56,Heavyweight,Rear Naked Choke,SUB,Randy Couture
5100,May 30 1997,UFC 13: The Ultimate Force,Steven Graham,Dmitri Stepanov,2,0,1,0,1,1,0,1,0,1.3,Heavyweight,Keylock,SUB,Steven Graham
5100,May 30 1997,UFC 13: The Ultimate Force,Enson Inoue,Royce Alger,0,1,1,0,3,1,0,0,0,1.36,Lightweight,Armbar,SUB,Enson Inoue
5100,May 30 1997,UFC 13: The Ultimate Force,Guy Mezger,Christophe Leninger,3,0,2,35,3,0,1,0,0,3.0,Lightweight,,U-DEC,Guy Mezger
5100,May 30 1997,UFC 13: The Ultimate Force,Jack Nilson,Saeed Hosseini,3,0,1,11,1,0,1,0,0,1.23,Lightweight,Elbows,KO/TKO,Jack Nilson
5100,May 30 1997,UFC 13: The Ultimate Force,Tito Ortiz,Wes Albritton,1,0,1,21,0,0,0,1,0,0.31,Lightweight,Punches,KO/TKO,Tito Ortiz
4800,July 27 1997,UFC 14: Showdown,Maurice Smith,Mark Coleman,0,9,3,55,19,0,2,0,2,3.0,Heavyweight,,U-DEC,Maurice Smith
4800,July 27 1997,UFC 14: Showdown,Mark Kerr,Dan Bobish,1,0,1,3,0,0,0,1,0,1.38,Heavyweight,Other,SUB,Mark Kerr
4800,July 27 1997,UFC 14: Showdown,Kevin Jackson,Tony Fryklund,1,0,1,2,0,1,0,1,0,0.44,Lightweight,Rear Naked Choke,SUB,Kevin Jackson
4800,July 27 1997,UFC 14: Showdown,Dan Bobish,Brian Johnston,1,0,1,9,6,1,0,1,0,2.1,Heavyweight,Forearm Choke,SUB,Dan Bobish
4800,July 27 1997,UFC 14: Showdown,Mark Kerr,Moti Horenstein,1,0,1,14,1,0,0,1,0,2.22,Heavyweight,Punches,KO/TKO,Mark Kerr
4800,July 27 1997,UFC 14: Showdown,Kevin Jackson,Todd Butler,1,0,1,3,1,0,0,1,0,1.27,Lightweight,Punches,KO/TKO,Kevin Jackson
4800,July 27 1997,UFC 14: Showdown,Joe Moreira,Yuri Vaulin,7,0,2,7,1,0,0,3,0,3.0,Lightweight,,U-DEC,Joe Moreira
4800,July 27 1997,UFC 14: Showdown,Alex Hunter,Sam Fulton,3,0,1,7,1,0,0,1,0,2.3,Heavyweight,Other,SUB,Alex Hunter
4800,July 27 1997,UFC 14: Showdown,Tony Fryklund,Donnie Chappell,2,0,1,5,0,1,0,1,0,1.31,Lightweight,Other - Choke,SUB,Tony Fryklund
1500,October 17 1997,UFC 15: Collision Course,Maurice Smith,David Abbott,0,3,1,12,5,1,0,0,0,8.08,Heavyweight,Other,SUB,Maurice Smith
1500,October 17 1997,UFC 15: Collision Course,Mark Kerr,Dwayne Cason,3,0,1,5,0,1,0,1,0,0.53,Heavyweight,Rear Naked Choke,SUB,Mark Kerr
1500,October 17 1997,UFC 15: Collision Course,Randy Couture,Vitor Belfort,2,0,1,34,6,1,0,1,0,8.16,Heavyweight,Punches,KO/TKO,Randy Couture
1500,October 17 1997,UFC 15: Collision Course,Dave Beneteau,Carlos Barreto,0,1,2,13,11,0,0,3,2,3.0,Heavyweight,,U-DEC,Dave Beneteau
1500,October 17 1997,UFC 15: Collision Course,Mark Kerr,Greg Stott,0,0,1,1,0,0,0,0,0,0.17,Heavyweight,Knee,KO/TKO,Mark Kerr
1500,October 17 1997,UFC 15: Collision Course,Dwayne Cason,Houston Dorr,0,0,1,11,1,0,0,1,0,3.43,Heavyweight,Punches,KO/TKO,Dwayne Cason
1500,October 17 1997,UFC 15: Collision Course,Alex Hunter,Harry Moskowitz,3,0,1,11,12,0,4,1,1,2.0,Heavyweight,,S-DEC,Alex Hunter
5000,December 21 1997,UFC - Ultimate Japan,Randy Couture,Maurice Smith,7,0,3,19,9,1,0,3,0,3.0,Heavyweight,,M-DEC,Randy Couture
5000,December 21 1997,UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,1,0,1,1,1,2,1,1,1,3.44,Heavyweight,Armbar,SUB,Kazushi Sakuraba
5000,December 21 1997,UFC - Ultimate Japan,Vitor Belfort,Joe Charles,5,0,1,0,1,3,0,2,0,4.03,Heavyweight,Armbar,SUB,Vitor Belfort
