date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
--,Casey Olson,Record: 12-3-0,"5' 7""",,0.0,0.0,Orthodox,0,100.0,15.2,0,0.0,100,145
Dec 17 1980,Shana Olsen,Record: 4-2-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Jun 12 1983,Andy Ologun,Record: 3-1-0,"6' 0""",,0.32,2.36,Orthodox,57,85.0,0.0,100,0.68,80,154
Apr 12 1985,Felipe Olivieri,Record: 14-5-0 (1 NC),"5' 9""",72,4.6,6.68,Orthodox,58,57.0,0.0,0,0.0,71,155
Jun 01 1983,Wendell Oliveira,Record: 24-9-0,"5' 10""",72,4.4,3.77,Orthodox,47,47.0,0.0,0,0.0,100,170
Feb 21 1988,Alex Oliveira,Record: 19-5-1 (2 NC),"5' 11""",76,2.01,3.08,Orthodox,54,44.0,0.9,37,3.19,58,170
Feb 19 1984,Ednaldo Oliveira,Record: 13-2-1 (1 NC),"6' 5""",79,1.8,1.03,Orthodox,22,52.0,0.0,0,0.0,42,205
--,Jorge Oliveira,Record: 5-2-1 (1 NC),"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Oct 17 1989,Charles Oliveira,Record: 26-8-0 (1 NC),"5' 10""",74,3.03,3.08,Orthodox,49,53.0,2.8,43,2.93,60,155
Feb 22 1995,Michal Oleksiejczuk,Record: 13-2-0 (1 NC),"6' 0""",74,3.68,5.43,Southpaw,59,69.0,0.0,66,1.81,0,205
Jan 26 1982,Rafaello Oliveira,Record: 15-7-0,"5' 8""",71,3.38,2.19,Orthodox,33,59.0,1.6,36,2.49,11,155
Jun 20 1977,Aleksei Oleinik,Record: 57-11-1,"6' 2""",80,3.28,3.06,Orthodox,48,53.0,2.7,39,2.99,11,240
--,Masakatsu Okuda,Record: 8-5-0,--,,4.27,0.0,,0,34.0,4.3,0,0.0,0,
--,Kazuki Okubo,Record: 7-9-0,"5' 11""",,1.97,1.53,Orthodox,38,46.0,2.0,25,0.51,36,175
--,JJ Okanovich,Record: 4-1-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Jul 21 1981,Yushin Okami,Record: 35-12-0,"6' 2""",75,2.25,2.06,Southpaw,38,60.0,0.5,39,1.98,84,170
--,Takayuki Okada,Record: 3-3-2,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,290
May 31 1977,Koji Oishi,Record: 21-8-8,"5' 8""",,17.86,1.43,Orthodox,9,43.0,0.0,0,0.0,0,170
--,Michiyoshi Ohara,Record: 0-2-0,"5' 10""",,3.13,0.28,Orthodox,29,48.0,0.0,0,0.0,33,205
Feb 16 1989,Andy Ogle,Record: 9-6-0,"5' 8""",69,2.23,2.24,Orthodox,44,50.0,0.0,26,1.44,58,145
Mar 31 1968,Naoya Ogawa,Record: 7-2-0,"6' 4""",,1.66,2.41,Orthodox,42,47.0,1.2,100,1.25,66,255
Sep 19 1989,Volkan Oezdemir,Record: 15-4-0,"6' 2""",75,4.3,4.73,Orthodox,46,55.0,0.0,22,0.57,75,205
May 08 1975,Richard Odoms,Record: 8-1-0,"6' 5""",82,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,265
Jan 15 1981,Nobuhiro Obiya,Record: 12-5-1,"5' 8""",,2.53,0.63,Orthodox,28,55.0,0.5,50,0.5,41,145
--,Takahiro Oba,Record: 5-7-1,"5' 8""",,1.82,0.23,Southpaw,25,69.0,0.0,0,0.0,0,200
Jun 24 1987,Brendan O'Reilly,Record: 6-3-0 (1 NC),"5' 7""",69,2.77,1.9,Orthodox,47,39.0,0.6,43,2.22,36,170
Sep 22 1985,Chuck O'Neil,Record: 9-4-0,"6' 2""",,4.4,3.13,,37,72.0,0.0,0,0.0,0,170
Oct 25 1977,Jeremiah O'Neal,Record: 13-25-0,"5' 8""",,7.5,1.15,,40,23.0,0.0,0,0.0,0,260
Oct 24 1994,Sean O'Malley,Record: 10-0-0,"5' 11""",72,4.06,6.75,Switch,56,66.0,1.3,50,1.31,61,135
Feb 25 1971,Sean O'Haire,Record: 4-2-0,"6' 5""",,22.76,8.28,Orthodox,57,21.0,0.0,0,0.0,0,270
Nov 17 1982,Dan O'Connor,Record: 6-6-0 (1 NC),"5' 4""",,5.1,4.0,,56,54.0,0.0,0,0.0,100,115
Sep 02 1983,Sean O'Connell,Record: 17-9-0,"6' 1""",74,6.77,5.46,Orthodox,48,45.0,0.5,0,0.0,30,205
Jan 01 1987,TJ O'Brien,Record: 16-5-0,"6' 2""",,4.78,3.77,Orthodox,46,57.0,0.0,100,0.94,0,155
Sep 25 1984,Jake O'Brien,Record: 13-4-0,"6' 3""",76,1.92,1.31,Orthodox,31,69.0,0.2,54,6.39,25,205
Jul 28 1990,Jose Quinonez,Record: 8-3-0,"5' 8""",69,2.49,3.38,,46,67.0,0.8,46,2.77,50,135
Dec 22 1984,Michel Quinones,Record: 8-3-0,"5' 10""",73,5.98,2.91,Orthodox,29,48.0,0.0,0,0.0,36,155
--,Ryan Quinn,Record: 13-7-1,"5' 8""",,1.67,2.31,,41,48.0,1.9,0,0.0,0,145
May 25 1986,Jimmy Quinlan,Record: 3-1-1,"6' 0""",72,5.94,2.08,Orthodox,70,16.0,0.0,25,4.46,0,185
Aug 29 1983,Vinicius Queiroz,Record: 5-2-0,"6' 7""",,4.1,3.67,,51,41.0,0.7,70,5.07,100,220
Mar 18 1972,Nate Quarry,Record: 12-4-0,"6' 0""",72,2.8,4.96,Open Stance,44,66.0,0.0,33,0.25,60,185
Apr 11 1971,Gary Quan,Record: 3-5-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,143
Sep 04 1979,Bao Quach,Record: 18-10-1,"5' 3""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,145
Sep 20 1988,Khabib Nurmagomedov,Record: 27-0-0,"5' 10""",70,1.7,4.29,Orthodox,49,66.0,0.6,44,5.09,84,155
May 30 1988,Amanda Nunes,Record: 17-4-0,"5' 8""",69,2.88,4.65,Orthodox,51,57.0,0.6,40,1.8,80,145
Nov 30 1982,Diego Nunes,Record: 18-4-0,"5' 6""",67,2.59,2.72,Orthodox,43,58.0,0.6,44,1.18,65,145
Feb 03 1984,Phillipe Nover,Record: 12-8-1,"5' 9""",72,2.48,1.79,Orthodox,35,56.0,0.7,28,0.99,44,145
Jun 08 1979,Jason Novelli,Record: 11-3-1,"6' 0""",75,3.55,1.73,Orthodox,24,66.0,0.0,33,0.7,100,155
Mar 02 1981,Jonatas Novaes,Record: 9-3-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Mar 15 1973,Scott Norton,Record: 7-1-0,"5' 10""",,0.34,0.67,Orthodox,30,60.0,0.0,25,2.52,0,170
Apr 11 1975,Jan Nortje,Record: 2-6-0,"6' 1""",,4.5,3.32,Southpaw,51,32.0,2.9,0,0.0,66,310
Mar 01 1996,Sage Northcutt,Record: 11-2-0,"6' 0""",71,1.96,3.58,Orthodox,52,58.0,0.6,34,1.81,41,170
Dec 07 1982,KJ Noons,Record: 12-8-0 (1 NC),"5' 10""",72,3.78,3.68,Orthodox,35,65.0,0.0,20,0.08,68,155
--,Nick Nolte,Record: 5-3-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Mar 18 1980,Kyle Noke,Record: 22-10-1,"6' 1""",76,2.09,3.23,Southpaw,50,64.0,0.8,54,1.53,66,170
Oct 13 1985,Talita Nogueira,Record: 6-0-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Jan 15 1978,Alexandre Franca Nogueira,Record: 13-6-2,"5' 7""",,4.18,0.6,Orthodox,20,57.0,0.0,0,0.0,0,145
Jun 02 1976,Rogerio Nogueira,Record: 23-8-0,"6' 2""",75,2.24,2.39,Southpaw,34,60.0,0.8,44,0.68,63,205
Jun 02 1976,Minotauro Nogueira,Record: 34-10-1 (1 NC),"6' 3""",77,2.4,1.95,Orthodox,42,55.0,2.4,29,1.3,36,240
--,Jacob Noe,Record: 5-1-0 (1 NC),--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Feb 13 1986,Pedro Nobre,Record: 14-1-2 (1 NC),"5' 5""",,9.16,1.37,,30,35.0,0.0,0,0.0,0,135
Aug 14 1978,Derrick Noble,Record: 26-15-1,"5' 9""",,3.79,6.21,Southpaw,40,59.0,0.0,0,0.0,0,170
Dec 31 1988,Chidi Njokuani,Record: 17-4-0 (1 NC),"6' 3""",,1.73,1.93,,51,49.0,0.0,0,0.0,80,170
Mar 01 1980,Anthony Njokuani,Record: 16-9-0 (1 NC),"6' 1""",75,2.41,3.94,Orthodox,46,65.0,0.2,45,0.5,53,155
Aug 08 1983,Akiyo Nishiura,Record: 11-7-1,"5' 8""",,1.26,1.59,Southpaw,57,57.0,0.3,0,0.0,52,139
May 15 1973,Yosuke Nishijima,Record: 0-5-0,"5' 9""",,5.59,1.72,Orthodox,37,56.0,0.0,0,0.0,0,205
--,Soichi Nishida,Record: 5-10-1,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,320
Dec 15 1981,Ning Guangyou,Record: 6-4-1,"5' 4""",64,1.91,2.66,Southpaw,41,61.0,0.3,50,1.09,62,145
Dec 05 1983,Mats Nilsson,Record: 11-4-1,"6' 1""",74,5.62,2.99,Orthodox,39,63.0,2.3,83,3.87,44,170
--,Jack Nilson,Record: 2-6-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Oct 23 1959,Hans Nijman,Record: 9-6-0,"6' 0""",,0.0,0.0,Switch,0,0.0,0.0,0,0.0,0,250
Apr 01 1988,Ramsey Nijem,Record: 10-6-0,"5' 11""",75,1.62,3.05,Orthodox,44,62.0,1.1,62,5.32,55,155
Jul 25 1982,Tom Niinimaki,Record: 21-8-1,"5' 9""",69,2.31,1.91,Orthodox,54,58.0,0.5,46,2.97,33,145
--,Khomkrit Niimi,Record: 6-10-0,"5' 2""",,5.73,0.0,,0,44.0,0.0,0,0.0,0,125
Oct 28 1984,Jaimee Nievera,Record: 7-3-0,"5' 5""",,8.73,1.67,Orthodox,53,33.0,0.0,16,1.79,0,125
Jan 06 1993,Matheus Nicolau,Record: 13-3-1,"5' 6""",66,2.43,3.83,,51,70.0,1.6,66,1.9,100,125
Dec 13 1971,Mike Nickels,Record: 9-5-0,"6' 4""",,1.11,4.44,Orthodox,52,64.0,2.8,80,11.11,0,205
May 02 1990,Alex Nicholson,Record: 7-4-0,"6' 4""",81,4.65,4.12,Orthodox,43,47.0,0.5,0,0.0,50,185
Jan 02 1984,Emanuel Newton,Record: 26-12-1,"6' 1""",,1.35,1.92,,49,51.0,0.0,100,2.02,0,205
Aug 03 1988,Ben Nguyen,Record: 17-8-0,"5' 5""",65,3.01,3.51,Switch,40,59.0,1.0,33,0.25,63,125
Sep 05 1986,Francis Ngannou,Record: 13-3-0,"6' 4""",83,1.94,2.05,Orthodox,37,48.0,0.5,0,0.0,71,250
Dec 11 1966,Jeff Newton,Record: 4-2-0,"6' 2""",,1.41,0.28,Sideways,20,52.0,8.5,0,0.0,0,205
Aug 17 1976,Carlos Newton,Record: 16-14-0,"5' 9""",,1.55,0.65,Orthodox,41,44.0,0.9,70,2.47,43,170
Mar 17 1986,Nick Newell,Record: 14-1-0,"5' 10""",74,4.07,3.53,Southpaw,46,36.0,0.0,0,0.0,33,155
Apr 25 1994,Julio Cesar Neves Jr.,Record: 33-1-0,"5' 8""",,4.81,1.98,,35,51.0,0.0,25,1.06,76,145
Aug 05 1987,Lissette Neri,Record: 6-4-0,"5' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Oct 29 1987,Antonio Braga Neto,Record: 9-3-0 (1 NC),"6' 3""",77,3.92,1.36,Orthodox,33,45.0,0.5,37,3.07,0,185
--,Mario Neto,Record: 11-5-0,"6' 0""",,1.89,1.89,Orthodox,50,70.0,0.0,100,2.84,0,229
Apr 20 1991,Kyle Nelson,Record: 12-2-0,"5' 10""",74,8.46,3.13,Switch,40,47.0,0.0,0,0.0,50,155
Jun 20 1976,Roy Nelson,Record: 23-14-0,"6' 0""",72,4.79,2.18,Orthodox,36,46.0,0.1,27,1.14,65,263
Jul 28 1988,Gunnar Nelson,Record: 17-4-1,"5' 11""",72,3.51,1.76,Switch,57,48.0,1.0,60,1.95,66,170
Nov 29 1984,Shane Nelson,Record: 15-5-0,"5' 9""",70,2.84,1.38,Southpaw,31,61.0,1.6,18,1.31,54,155
Sep 04 1994,Nicolae Negumereanu,Record: 9-1-0,"6' 0""",78,4.67,0.73,Orthodox,40,18.0,0.0,0,0.0,40,205
--,Steve Nelmark,Record: 2-1-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,240
Mar 24 1983,Josh Neer,Record: 33-13-1,"5' 11""",72,3.63,3.29,Orthodox,46,58.0,1.3,34,1.09,46,170
Dec 09 1981,Stanislav Nedkov,Record: 12-2-0 (1 NC),"5' 11""",71,5.39,3.33,Orthodox,43,43.0,0.0,41,2.77,0,205
Aug 28 1990,Geoff Neal,Record: 11-2-0,"5' 11""",75,3.71,6.01,Southpaw,45,67.0,0.6,0,0.0,91,170
Jul 29 1986,Joe Neal,Record: 6-2-0,"5' 6""",,3.8,1.87,,19,66.0,0.0,0,0.0,0,135
--,Josh Neal,Record: 5-11-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Sep 12 1986,Dustin Neace,Record: 23-18-1 (1 NC),"5' 9""",,2.66,2.08,,32,56.0,1.7,0,0.0,0,145
Sep 17 1978,Marcio Navarro,Record: 14-14-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
May 27 1983,Danny Navarro,Record: 17-7-0,"5' 10""",,4.62,3.83,,32,57.0,0.0,25,2.17,100,155
Aug 18 1996,Ismail Naurdiev,Record: 18-2-0,"5' 10""",74,1.0,4.2,Orthodox,61,57.0,1.0,0,0.0,76,170
Dec 25 1982,Rafael Natal,Record: 21-9-1,"6' 0""",76,2.48,3.1,Orthodox,47,57.0,0.5,34,2.55,77,185
Jun 26 1970,Pawel Nastula,Record: 4-4-0,"6' 0""",,1.73,1.3,Southpaw,43,50.0,1.5,60,3.0,0,230
--,Reza Nasri,Record: 2-1-0,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,205
Mar 26 1990,Bobby Nash,Record: 8-4-0,"6' 0""",74,3.95,3.42,Orthodox,37,51.0,1.6,33,2.37,100,170
Sep 11 1991,Allan Nascimento,Record: 17-4-0,"5' 9""",,5.4,7.0,Orthodox,68,44.0,0.0,10,1.0,0,125
--,Fabio Nascimento,Record: 11-5-0,"5' 10""",,4.63,2.94,Orthodox,38,55.0,0.8,0,0.0,55,185
Sep 09 1983,Roger Narvaez,Record: 7-2-0,"6' 3""",79,3.32,2.12,Southpaw,37,64.0,0.9,0,0.0,50,185
Apr 14 1987,Nad Narimani,Record: 12-3-0,"5' 8""",70,2.8,3.8,Orthodox,43,60.0,0.0,41,2.64,75,145
Oct 27 1974,Yasuhito Namekawa,Record: 25-16-4,"5' 9""",,3.65,0.14,Orthodox,50,38.0,4.2,25,2.11,0,205
Jun 29 1992,Rose Namajunas,Record: 9-3-0,"5' 5""",65,3.72,3.72,Orthodox,41,60.0,0.9,59,2.34,45,115
Jul 16 1981,Yui Chul Nam,Record: 18-6-1,"5' 9""",69,2.0,3.53,Orthodox,51,48.0,0.3,16,1.33,57,145
Jun 25 1972,Yoshihiro Nakao,Record: 9-3-0 (2 NC),"6' 0""",,2.06,1.73,Southpaw,35,64.0,0.5,46,2.69,0,220
Jun 21 1986,Yusaku Nakamura,Record: 3-2-1,"5' 5""",,3.67,1.72,,45,55.0,0.0,0,0.0,83,145
Nov 30 1970,Jutaro Nakao,Record: 23-17-4,"5' 9""",,1.06,0.53,Southpaw,38,44.0,0.0,50,0.38,56,170
Jun 10 1980,Daisuke Nakamura,Record: 24-13-1,"5' 7""",,1.38,0.94,Orthodox,30,61.0,3.6,40,0.46,30,154
May 22 1984,Keita Nakamura,Record: 34-9-2 (1 NC),"5' 11""",73,3.34,2.26,Southpaw,36,58.0,0.4,50,1.81,62,170
Jul 16 1979,Kazuhiro Nakamura,Record: 15-11-0,"5' 11""",70,1.83,1.56,Orthodox,37,59.0,0.6,36,1.73,42,205
Oct 22 1986,Rin Nakai,Record: 16-2-1,"5' 1""",60,3.9,1.57,Orthodox,33,60.0,0.5,18,3.0,75,135
Mar 12 1983,Andrews Nakahara,Record: 3-2-2,"6' 1""",,1.9,2.68,Orthodox,44,57.0,0.4,0,0.0,72,185
--,Yukiya Naito,Record: 15-6-2,"6' 1""",,5.13,1.54,Orthodox,33,60.0,0.0,0,0.0,0,205
Jun 20 1989,Logan Nail,Record: 1-1-0,--,,2.27,1.93,,51,39.0,0.0,0,0.0,37,185
Oct 18 1983,Greg Nagy,Record: 1-3-0,"6' 1""",,2.69,0.41,Orthodox,50,37.0,1.2,0,0.0,0,210
Apr 24 1968,Yuji Nagata,Record: 0-2-0,"6' 0""",,14.46,1.45,Orthodox,40,4.0,0.0,0,0.0,0,225
Oct 31 1973,Katsuhiko Nagata,Record: 6-7-2,"5' 7""",,1.5,1.05,Southpaw,19,63.0,0.0,28,0.98,28,154
May 13 1977,Fiona Muxlow,Record: 6-2-0,"5' 4""",,5.45,1.44,,27,34.0,0.0,0,0.0,0,145
Jul 19 1986,Elvis Mutapcic,Record: 15-5-1,"6' 0""",72,4.27,3.41,Orthodox,40,38.0,0.0,0,0.0,81,185
Nov 07 1987,Max Mustaki,Record: 6-2-0,"6' 0""",,13.0,8.2,Orthodox,50,45.0,0.0,0,0.0,0,155
Aug 02 1988,Magomed Mustafaev,Record: 13-2-0,"5' 8""",71,2.93,2.83,Orthodox,54,36.0,0.8,0,0.0,25,155
--,Andre Mussi,Record: 10-5-0,"6' 3""",,10.59,0.0,Orthodox,0,35.0,0.0,0,0.0,0,242
Apr 05 1986,Nico Musoke,Record: 13-5-0 (1 NC),"6' 0""",75,3.8,3.56,Orthodox,35,57.0,0.2,19,1.16,82,170
--,Azamat Murzakanov,Record: 7-0-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Jul 15 1993,Khalid Murtazaliev,Record: 14-2-0,"6' 0""",76,0.4,4.8,Orthodox,69,78.0,0.0,100,7.5,33,185
Sep 12 1977,Lee Murray,Record: 8-2-1 (1 NC),"6' 3""",,3.28,0.36,Orthodox,15,32.0,1.8,100,0.9,42,185
--,Patrick Murphy,Record: 4-3-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Jul 27 1983,Lauren Murphy,Record: 10-4-0,"5' 7""",67,3.81,3.73,Orthodox,40,60.0,0.0,30,1.0,62,125
Aug 09 1977,Jon Murphy,Record: 6-4-0,"6' 3""",,8.85,3.93,Orthodox,66,43.0,0.0,0,0.0,0,260
Jun 14 1985,Ian Murphy,Record: 1-1-0,"6' 1""",,1.93,0.0,Orthodox,0,30.0,0.0,100,4.13,0,185
Nov 19 1974,Tom Murphy,Record: 8-0-0,"6' 2""",,0.17,2.5,Southpaw,71,84.0,2.5,85,7.51,0,227
--,Ryuichi Murata,Record: 8-3-1,"5' 8""",,1.89,0.84,Orthodox,36,50.0,3.2,50,4.74,100,183
Nov 29 1973,Kazunari Murakami,Record: 5-5-0,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,220
--,Andy Murad,Record: 15-2-0,"5' 9""",,2.87,2.6,,76,32.0,0.0,20,1.0,42,185
Feb 27 1990,Alexander Munoz,Record: 4-0-0,"5' 9""",,3.53,4.07,Switch,63,53.0,0.0,66,4.0,0,155
Feb 09 1978,Mark Munoz,Record: 14-6-0,"6' 0""",72,2.26,3.12,Orthodox,51,57.0,0.6,29,3.17,57,185
Feb 17 1990,Andre Muniz,Record: 17-4-0,"6' 2""",,1.27,3.2,Southpaw,63,56.0,0.0,33,3.0,50,185
Sep 07 1986,Pedro Munhoz,Record: 18-3-0 (1 NC),"5' 6""",64,5.35,5.03,Orthodox,43,58.0,1.2,21,1.06,76,135
--,Jim Mullen,Record: 0-2-0,"6' 1""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,215
Feb 20 1988,James Mulheron,Record: 11-2-0,"5' 10""",73,3.47,2.4,Orthodox,31,42.0,0.0,0,0.0,25,243
Sep 20 1984,Quinn Mulhern,Record: 18-4-0,"6' 3""",76,2.09,1.48,Orthodox,28,51.0,0.0,20,1.36,33,155
--,Fazlo Mulabitinovic,Record: 4-2-0,--,,0.0,0.54,,16,100.0,8.0,0,0.0,0,135
Jul 09 1988,Belal Muhammad,Record: 15-3-0,"5' 11""",72,3.95,4.39,Orthodox,41,59.0,0.1,33,2.11,90,170
Nov 15 1991,Lauren Mueller,Record: 5-2-0,"5' 5""",67,3.41,4.22,Orthodox,43,60.0,0.0,40,0.61,75,125
Jan 29 1989,Garrett Mueller,Record: 3-3-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Jan 20 1996,Su Mudaerji,Record: 10-4-0,"5' 8""",72,4.5,2.53,Southpaw,60,48.0,4.2,0,0.0,60,135
Mar 17 1989,Jamie Moyle,Record: 4-3-0,"5' 1""",65,4.0,4.51,Orthodox,51,65.0,0.0,21,1.0,50,115
--,Kin Moy,Record: 8-3-0,"5' 5""",,1.93,2.3,,33,62.0,1.7,42,1.67,50,135
Aug 01 1985,Gegard Mousasi,Record: 42-6-2,"6' 2""",76,1.21,3.75,Orthodox,50,68.0,1.1,60,1.59,59,185
--,Flavio Luiz Moura,Record: 17-7-0,"5' 11""",,0.0,0.67,Open Stance,16,0.0,0.0,0,0.0,0,183
--,Juan Mott,Record: 3-4-0,"6' 0""",,0.0,0.0,Switch,0,0.0,0.0,0,0.0,0,190
--,Harry Moskowitz,Record: 6-12-0,"6' 5""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,275
--,Jack Morrison,Record: 0-3-0,"5' 11""",,19.31,0.0,,0,40.0,0.0,0,0.0,0,205
Mar 29 1984,Anthony Morrison,Record: 16-10-0 (1 NC),"5' 7""",,0.49,1.7,Orthodox,33,80.0,0.0,0,0.0,50,145
--,Scott Morris,Record: 2-1-0,"5' 10""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,210
Nov 01 1979,Brad Morris,Record: 10-6-0,"6' 2""",,6.95,0.5,Orthodox,62,27.0,0.0,0,0.0,0,205
Sep 08 1991,Maryna Moroz,Record: 9-3-0,"5' 7""",67,3.87,3.25,Orthodox,25,55.0,0.5,14,0.33,47,125
Aug 16 1990,Alex Morono,Record: 16-5-0 (1 NC),"5' 11""",72,2.69,4.26,Orthodox,42,63.0,0.7,0,0.0,36,170
Dec 16 1979,Peggy Morgan,Record: 2-1-0,"6' 1""",70,8.2,2.27,,23,33.0,0.0,0,0.0,50,135
Sep 28 1981,Sammy Morgan,Record: 18-12-0,"5' 10""",,3.74,1.05,Orthodox,22,40.0,0.5,20,1.43,0,170
Nov 21 1986,Dan Moret,Record: 13-5-0,"6' 0""",73,3.81,2.95,Southpaw,42,45.0,0.0,11,0.71,20,155
--,Mike Moreno,Record: 6-5-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Dec 07 1993,Brandon Moreno,Record: 14-5-0,"5' 7""",70,3.02,2.65,Orthodox,33,64.0,0.9,41,2.71,61,125
Nov 09 1979,Jesse Moreng,Record: 9-1-0,"5' 7""",,2.08,1.26,Orthodox,40,48.0,0.0,100,5.56,100,145
Jan 14 1981,Gisele Moreira,Record: 7-3-0,"5' 6""",,6.33,5.93,Orthodox,42,48.0,0.0,57,4.0,0,135
Mar 31 1984,Richardson Moreira,Record: 7-4-0,"6' 2""",72,1.83,1.17,Orthodox,28,67.0,0.0,0,0.0,100,185
--,Joe Moreira,Record: 2-2-0,"5' 11""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,195
Sep 08 1986,Christian Morecraft,Record: 7-3-0,"6' 6""",81,2.46,2.82,Orthodox,34,46.0,2.2,66,3.26,50,260
Apr 30 1988,Sarah Moras,Record: 5-5-0,"5' 7""",67,3.18,1.85,,37,44.0,0.9,22,0.95,38,135
Nov 12 1990,Vince Morales,Record: 8-3-0,"5' 7""",70,5.17,5.85,Orthodox,43,52.0,0.0,0,0.0,25,135
Aug 22 1994,Joseph Morales,Record: 9-2-0,"5' 6""",69,1.72,1.58,Switch,37,60.0,2.6,50,0.53,23,125
May 25 1991,Albert Morales,Record: 7-4-1,"5' 9""",72,3.96,3.81,Orthodox,35,56.0,0.2,35,0.91,70,135
Dec 22 1992,Leonardo Morales,Record: 5-2-0,"5' 8""",68,2.05,2.05,Southpaw,47,58.0,0.0,0,0.0,62,135
Feb 26 1967,Ricardo Morais,Record: 10-4-1,"6' 8""",,2.39,2.86,Orthodox,37,53.0,0.0,0,0.0,0,270
Mar 20 1984,John Moraga,Record: 19-7-0,"5' 6""",66,2.55,2.57,Orthodox,43,56.0,1.1,23,0.62,44,125
Oct 11 1990,Sheymon Moraes,Record: 11-3-0,"5' 8""",72,3.51,2.97,Orthodox,41,63.0,0.0,0,0.0,53,145
Apr 26 1988,Marlon Moraes,Record: 22-5-1,"5' 6""",67,2.6,3.23,Orthodox,34,65.0,0.9,25,0.43,60,135
Jul 23 1982,Sergio Moraes,Record: 14-5-1,"6' 0""",72,3.27,2.48,Orthodox,43,63.0,0.5,40,1.33,75,170
--,Dustin Moore,Record: 0-2-0,"5' 4""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,125
--,Nate Moore,Record: 7-3-0,"6' 0""",,2.87,2.21,,25,42.0,0.0,16,1.23,25,170
Dec 30 1983,Todd Moore,Record: 14-5-0,"5' 9""",71,2.3,1.83,Southpaw,26,57.0,0.0,14,0.78,54,170
Nov 27 1971,Homer Moore,Record: 25-9-2,"5' 10""",,0.68,0.68,Orthodox,50,0.0,0.0,66,5.07,0,205
Apr 10 1988,James Moontasri,Record: 9-5-0,"5' 10""",71,3.86,2.39,Switch,48,40.0,0.2,0,0.0,79,170
Dec 19 1990,Steve Montgomery,Record: 8-4-0,"6' 4""",75,4.12,4.85,Southpaw,39,47.0,0.0,0,0.0,64,185
Dec 16 1988,Nicco Montano,Record: 5-2-0,"5' 5""",65,5.28,7.44,Southpaw,40,67.0,0.6,50,1.8,77,125
Nov 19 1985,Erick Montano,Record: 8-5-0,"6' 0""",73,2.06,2.79,Orthodox,44,64.0,0.0,36,2.29,66,170
Oct 25 1984,Augusto Montano,Record: 15-3-0,"6' 1""",73,2.66,3.46,Orthodox,46,56.0,0.0,0,0.0,66,170
--,Andrew Montanez,Record: 9-12-1,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Nov 03 1987,Darrell Montague,Record: 13-5-0,"5' 6""",67,5.38,1.92,Southpaw,25,52.0,1.4,25,0.72,33,125
Jan 18 1971,Jeff Monson,Record: 43-12-1,"5' 9""",74,2.87,0.97,Orthodox,30,59.0,0.7,12,1.06,66,247
Oct 23 1973,Hidetaka Monma,Record: 17-10-4,"6' 0""",,9.76,1.67,Orthodox,25,34.0,0.0,0,0.0,0,168
--,Rudyard Moncayo,Record: 0-3-0,"5' 10""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,195
Jun 13 1992,Suman Mokhtarian,Record: 8-1-0,"5' 10""",67,10.3,2.24,Orthodox,55,46.0,0.0,0,0.0,0,145
Sep 15 1985,Ashkan Mokhtarian,Record: 13-3-0,"5' 6""",67,3.66,1.95,Southpaw,43,43.0,0.0,16,0.54,33,125
