date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
Dec 16 1978,James Thompson,Record: 16-14-0 (1 NC),"6' 5""",,3.19,5.13,Orthodox,52,41.0,1.3,36,3.14,53,265
Jun 23 1981,Nick Thompson,Record: 38-14-1,"6' 1""",74,1.8,1.87,Orthodox,42,49.0,2.6,100,1.06,35,170
--,Treston Thomison,Record: 10-6-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
--,Joel Thomas,Record: 5-1-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Nov 05 1984,Ryan Thomas,Record: 12-7-0,"6' 0""",,4.17,2.01,Orthodox,36,30.0,2.2,33,5.59,0,170
Mar 27 1981,Noah Thomas,Record: 14-7-0,"5' 9""",,4.99,0.44,Orthodox,13,33.0,1.3,0,0.0,0,135
Sep 28 1976,Din Thomas,Record: 25-8-0 (1 NC),"5' 9""",,2.6,1.85,Orthodox,37,59.0,1.2,52,1.38,76,155
Jan 25 1981,Paulo Thiago,Record: 15-8-0,"5' 11""",73,1.99,1.71,Orthodox,39,63.0,1.2,31,1.42,63,170
May 31 1988,Elias Theodorou,Record: 17-2-0,"6' 1""",75,2.24,4.17,Orthodox,42,54.0,0.0,28,1.4,60,185
--,Nik Theotikos,Record: 6-2-0,--,,5.48,0.0,Orthodox,0,19.0,4.8,0,0.0,0,185
Jul 11 1985,Brandon Thatch,Record: 11-5-0,"6' 2""",74,3.63,2.7,Switch,42,52.0,0.7,66,1.36,50,170
Aug 18 1975,Jason Thacker,Record: 0-1-0,"5' 10""",,17.05,0.63,Orthodox,33,32.0,0.0,0,0.0,0,185
Aug 29 1987,Motonobu Tezuka,Record: 19-6-4,"5' 7""",66,2.8,0.87,Southpaw,23,51.0,0.5,11,1.5,0,135
Feb 03 1988,Daniel Teymur,Record: 6-3-0,"5' 5""",69,4.99,3.61,Orthodox,46,55.0,0.0,20,0.44,57,145
May 01 1989,David Teymur,Record: 8-2-0,"5' 9""",73,3.53,4.69,Southpaw,43,55.0,0.0,33,0.94,77,155
--,Jeff Terry,Record: 2-3-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Mar 16 1981,James Terry,Record: 16-8-0,"5' 10""",,4.77,3.23,Orthodox,32,64.0,0.0,36,3.31,75,170
May 10 1978,Dave Terrel,Record: 7-6-0,"5' 8""",,5.71,5.58,Southpaw,44,48.0,0.0,0,0.0,100,170
--,Herman Terrado,Record: 8-2-1,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Feb 13 1982,Ewerton Teixeira,Record: 3-1-0,"6' 1""",,3.22,2.0,,39,35.0,0.0,0,0.0,33,242
Feb 07 1965,Tra Telligman,Record: 7-5-1,"6' 2""",,3.02,1.83,Orthodox,35,56.0,0.0,100,0.87,80,233
Nov 18 1986,John Teixeira,Record: 14-1-1,"5' 7""",,3.2,3.36,Orthodox,35,63.0,0.7,27,1.0,71,145
Oct 28 1979,Glover Teixeira,Record: 28-7-0,"6' 2""",76,3.65,3.46,Orthodox,43,55.0,0.9,46,2.21,60,205
Sep 29 1981,James Te Huna,Record: 18-9-0,"6' 2""",75,2.99,4.04,Orthodox,51,62.0,0.2,37,2.75,58,185
Feb 13 1992,Shawn Teed,Record: 5-1-0,"6' 5""",79,13.31,1.4,Orthodox,42,21.0,0.0,0,0.0,0,265
--,J.T Taylor,Record: 7-7-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Oct 25 1989,Danielle Taylor,Record: 9-4-0,"5' 0""",60,3.31,2.75,Orthodox,29,71.0,0.2,20,0.2,70,115
--,Anthony Taylor,Record: 1-3-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
May 12 1979,Louis Taylor,Record: 11-3-0,"5' 11""",74,1.24,2.06,Orthodox,32,68.0,0.0,28,2.48,100,185
Jan 02 1983,Jesse Taylor,Record: 33-15-0,"6' 0""",73,0.55,1.94,Orthodox,65,38.0,3.1,50,7.28,100,170
--,Torrance Taylor,Record: 10-7-1,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Dec 15 1979,Paul Taylor,Record: 11-6-1 (1 NC),"6' 0""",72,4.47,4.44,Orthodox,47,55.0,0.5,25,0.27,56,155
Dec 21 1987,Brad Tavares,Record: 17-6-0,"6' 1""",74,2.73,3.02,Orthodox,40,55.0,0.0,27,1.04,77,185
--,Jeremy Tavares,Record: 1-5-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Nov 08 1984,Thiago Tavares,Record: 24-7-1,"5' 7""",68,2.31,2.0,Orthodox,40,62.0,1.5,42,3.83,62,145
Aug 28 1977,Deividas Taurosevicius,Record: 13-5-0,"5' 9""",68,1.82,2.13,Southpaw,43,59.0,0.3,28,2.0,50,145
Aug 18 1986,Miesha Tate,Record: 18-7-0,"5' 6""",65,2.71,1.93,Orthodox,41,50.0,1.6,31,2.06,52,135
--,Gary Tapusoa,Record: 6-2-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Mar 14 1981,Manny Tapia,Record: 11-4-1,"5' 5""",67,4.74,2.69,Orthodox,21,58.0,0.2,40,0.49,66,135
Feb 11 1971,Evan Tanner,Record: 32-8-0,"6' 0""",74,2.64,3.05,Orthodox,59,56.0,1.3,43,2.55,25,185
Oct 04 1990,Michinori Tanaka,Record: 11-3-0,"5' 5""",67,1.99,1.97,Orthodox,37,50.0,0.2,38,2.4,43,135
--,Akihito Tanaka,Record: 2-2-0,--,,2.05,0.19,Southpaw,50,38.0,0.0,66,5.59,0,
Dec 17 1981,Jason Tan,Record: 5-3-0,"5' 10""",,7.37,0.69,Orthodox,29,18.0,0.0,0,0.0,0,170
Mar 12 1984,Issei Tamura,Record: 7-4-0,"5' 5""",63,4.58,1.89,Orthodox,53,44.0,0.0,25,0.92,33,135
May 31 1980,Akitoshi Tamura,Record: 16-11-2,"5' 9""",70,1.94,3.73,Orthodox,43,78.0,1.0,0,0.0,20,135
Dec 17 1969,Kiyoshi Tamura,Record: 32-13-3,"5' 11""",,1.44,2.44,Southpaw,53,60.0,0.2,60,0.58,45,185
Aug 22 1985,Eli Tamez,Record: 10-0-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Tsuyoshi Tamakairiki,Record: 0-3-0,"6' 0""",,26.67,0.0,Orthodox,0,50.0,0.0,0,0.0,0,220
Jun 10 1981,Nordine Taleb,Record: 14-6-0,"6' 1""",74,2.52,3.42,Orthodox,54,67.0,0.0,76,2.3,71,170
Aug 26 1967,Oleg Taktarov,Record: 17-5-2,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,210
Dec 08 1979,Makoto Takimoto,Record: 6-5-0,"5' 7""",,1.71,1.37,Southpaw,39,55.0,1.1,50,1.48,25,205
Sep 19 1968,Yoshihiro Takayama,Record: 1-4-0,"6' 5""",,5.69,3.4,Orthodox,54,29.0,0.0,33,0.67,55,280
Jun 10 1977,Hiroyuki Takaya,Record: 16-10-1,"5' 6""",,3.16,3.18,Orthodox,33,60.0,0.0,45,0.9,66,139
Apr 20 1978,Daiju Takase,Record: 9-13-2,"6' 0""",,1.64,0.49,Southpaw,30,47.0,1.2,17,0.84,21,170
Apr 20 1973,Yoko Takahashi,Record: 15-12-2,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,150
Mar 13 1969,Yoshiki Takahashi,Record: 29-25-3 (1 NC),"5' 11""",,6.47,2.26,Southpaw,51,44.0,2.3,0,0.0,66,199
Apr 12 1962,Nobuhiko Takada,Record: 2-6-2,"6' 0""",,1.92,0.31,Southpaw,24,39.0,0.0,20,1.15,0,220
Aug 08 1988,Mairbek Taisumov,Record: 27-5-0,"5' 9""",73,2.02,2.88,Orthodox,41,63.0,0.0,77,1.66,87,155
Jun 27 1984,Joe Taimanglo,Record: 23-7-1,"5' 4""",,4.55,4.18,,42,59.0,1.4,40,5.45,100,135
Feb 15 1992,Khalid Taha,Record: 13-2-0,"5' 5""",69,2.92,2.4,Orthodox,59,34.0,0.0,0,0.0,45,135
--,Eugenio Tadeu,Record: 2-3-0 (1 NC),"5' 8""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,160
--,Amber Tackett,Record: 1-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,115
--,Osamu Tachihikari,Record: 0-4-0,"6' 5""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,300
Jan 27 1978,Tony Sylvester,Record: 11-3-0,"6' 1""",,10.12,0.0,Southpaw,0,12.0,0.0,0,0.0,0,225
Sep 03 1973,Leo Sylvest,Record: 10-26-0,"5' 11""",,6.58,0.0,Orthodox,0,27.0,0.0,0,0.0,0,205
Dec 22 1982,Bentley Syler,Record: 5-1-0,"5' 4""",68,1.73,1.3,Orthodox,18,79.0,0.0,0,0.0,75,125
Aug 24 1976,Floyd Sword,Record: 12-3-0,"6' 0""",,1.57,0.78,Orthodox,42,40.0,0.0,0,0.0,33,185
Jun 19 1979,Mike Swick,Record: 15-6-0,"6' 1""",77,2.29,2.36,Orthodox,37,54.0,0.6,50,1.06,61,170
Nov 02 1983,Cub Swanson,Record: 25-10-0,"5' 8""",70,3.28,4.16,Orthodox,49,62.0,0.5,52,1.17,60,145
Apr 25 1985,Martin Svensson,Record: 14-6-0,"6' 1""",72,5.91,2.02,,38,38.0,0.0,0,0.0,0,155
Aug 07 1982,Chad Sutton,Record: 2-2-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
--,Joel Sutton,Record: 2-4-1,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,205
Aug 07 1973,Jason Suttie,Record: 0-1-0,"6' 0""",,4.97,2.07,Orthodox,83,36.0,0.0,0,0.0,0,210
--,Aji Susilo,Record: 6-4-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Nov 16 1989,Justin Sumter,Record: 6-1-0,"6' 2""",80,2.77,1.38,Southpaw,50,37.0,0.0,100,4.15,0,185
--,Magomed Sultanakhmedov,Record: 16-5-0,"6' 2""",,2.4,0.0,Southpaw,0,42.0,9.0,100,9.0,0,185
Jul 01 1976,Amar Suloev,Record: 24-7-0,"5' 9""",,2.19,1.98,Orthodox,37,70.0,0.3,100,0.27,88,183
Mar 13 1981,George Sullivan,Record: 17-7-0 (1 NC),"6' 0""",73,2.42,3.53,Orthodox,39,57.0,0.7,20,1.37,38,170
Feb 03 1978,Naho Sugiyuma,Record: 12-5-0,"5' 1""",,2.45,2.59,,48,71.0,0.0,100,2.05,66,105
May 31 1970,Takashi Sugiura,Record: 1-3-0,"5' 11""",,2.08,1.37,Southpaw,40,53.0,0.0,66,1.33,0,225
--,Daisuke Sugie,Record: 10-8-1,"5' 6""",,0.22,0.0,Orthodox,0,80.0,3.3,50,3.27,0,160
Mar 08 1978,Genki Sudo,Record: 15-4-2,"5' 9""",,2.23,1.55,Orthodox,39,33.0,4.2,60,3.58,50,155
--,Masanori Suda,Record: 22-11-3,"5' 9""",,1.2,1.8,Orthodox,50,63.0,0.0,0,0.0,60,183
Dec 19 1990,Tatiana Suarez,Record: 8-0-0,"5' 5""",67,0.72,4.75,,73,42.0,0.8,81,7.5,100,115
--,Kyle Sturgeon,Record: 0-1-0,"6' 3""",,0.0,0.0,Switch,0,0.0,0.0,0,0.0,0,225
Aug 01 1986,Mike Stumpf,Record: 11-4-0,"5' 10""",71,8.85,3.34,,43,47.0,0.8,25,1.59,33,170
--,Josh Stuart,Record: 1-4-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,160
Feb 18 1988,Stefan Struve,Record: 33-11-0,"6' 11""",84,3.89,3.01,Orthodox,45,47.0,1.8,53,0.61,54,265
Jul 06 1987,Hans Stringer,Record: 22-7-3,"6' 3""",73,2.84,3.16,Orthodox,61,41.0,0.0,36,2.4,62,205
Feb 27 1991,Sean Strickland,Record: 20-3-0,"6' 1""",76,3.62,4.34,Orthodox,35,64.0,0.5,57,1.37,81,170
Mar 01 1979,Gerald Strebendt,Record: 9-7-0,"5' 9""",,4.0,0.0,Orthodox,0,38.0,16.4,0,0.0,0,155
Jul 27 1984,Daniel Straus,Record: 24-7-0 (1 NC),"5' 7""",71,2.99,4.76,,43,57.0,1.1,15,0.84,81,145
Jul 13 1969,Dave Strasser,Record: 25-8-4,"5' 10""",,1.88,3.04,Orthodox,45,59.0,0.0,33,0.72,33,170
--,Gennaro Strangis,Record: 0-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Feb 09 1979,Tim Stout,Record: 12-10-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Apr 23 1984,Sam Stout,Record: 21-12-1,"5' 9""",70,4.08,4.17,Orthodox,28,57.0,0.1,38,0.63,77,155
Nov 07 1973,Curtis Stout,Record: 11-12-1,"6' 1""",,3.2,0.69,Southpaw,67,29.0,0.0,0,0.0,20,185
--,Greg Stott,Record: 0-1-0,"5' 7""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,220
Feb 09 1992,Darko Stosic,Record: 13-1-0,"6' 0""",76,1.24,2.8,Orthodox,56,75.0,0.0,0,0.0,100,205
Aug 28 1984,Rick Story,Record: 19-9-0,"5' 9""",71,2.17,3.8,Southpaw,41,62.0,0.9,48,2.53,63,170
--,George Stork,Record: 6-4-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Feb 03 1977,Ryan Stonitsch,Record: 8-1-0,"5' 9""",,2.53,2.53,Southpaw,36,71.0,0.0,0,0.0,0,170
Oct 08 1982,Ken Stone,Record: 11-4-0,"5' 8""",71,2.9,3.85,,49,48.0,0.6,33,1.24,60,135
Apr 08 1993,Julija Stoliarenko,Record: 4-4-1,"5' 7""",66,4.87,3.8,,36,59.0,1.0,0,0.0,100,145
Feb 02 1980,Denis Stojnic,Record: 9-3-0 (1 NC),"6' 0""",,6.06,1.51,Orthodox,23,36.0,1.0,0,0.0,80,245
Mar 22 1989,Lazar Stojadinovic,Record: 12-5-0,"5' 7""",68,1.97,1.82,Southpaw,29,59.0,0.0,0,0.0,0,145
Nov 17 1980,Dan Stittgen,Record: 7-3-0,"6' 1""",,4.42,2.97,Orthodox,46,37.0,0.0,100,0.78,100,170
Jan 17 1986,Tyler Stinson,Record: 22-8-0,"6' 3""",,4.6,2.8,,23,56.0,0.5,100,0.5,0,170
--,Alex Stiebling,Record: 18-11-1 (1 NC),"6' 2""",,1.03,1.47,Southpaw,41,57.0,0.9,100,0.22,63,205
Jan 31 1989,Kyle Stewart,Record: 11-2-0,"6' 2""",76,2.32,1.16,Orthodox,33,47.0,0.0,100,3.86,50,170
Dec 30 1990,Darren Stewart,Record: 9-4-0 (1 NC),"6' 0""",74,2.67,2.96,Orthodox,43,53.0,0.0,41,1.84,63,185
--,Luke Stewart,Record: 6-3-0,"5' 11""",,2.34,3.75,Orthodox,56,53.0,1.9,33,3.75,50,170
Mar 19 1982,Maia Stevenson,Record: 6-5-0,"5' 4""",62,3.13,1.57,Orthodox,54,33.0,0.0,100,3.91,50,115
Jun 15 1982,Joe Stevenson,Record: 31-14-0,"5' 7""",70,2.44,2.05,Orthodox,44,60.0,2.2,44,2.75,39,145
--,Marc Stevens,Record: 14-6-0,"5' 9""",,1.79,0.45,,26,46.0,0.0,0,0.0,0,155
Jul 31 1989,Aljamain Sterling,Record: 17-3-0,"5' 7""",71,1.45,4.18,Orthodox,50,69.0,0.9,32,2.1,51,135
May 25 1986,Jeremy Stephens,Record: 28-16-0,"5' 8""",71,2.84,3.08,Orthodox,40,59.0,0.4,36,1.11,64,145
--,Dmitri Stepanov,Record: 0-1-0,"6' 3""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,217
Sep 12 1979,Ray Steinbeiss,Record: 14-7-0,"5' 11""",,0.0,0.0,Orthodox,0,100.0,0.0,0,0.0,0,170
May 05 1981,Steve Steinbeiss,Record: 7-4-0,"6' 3""",75,1.86,3.92,Orthodox,55,49.0,0.0,50,0.44,58,185
Jun 22 1983,Eric Steenberg,Record: 5-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Jan 27 1988,Dominique Steele,Record: 14-9-0,"5' 10""",74,2.42,2.32,Orthodox,49,50.0,0.0,42,2.95,76,170
--,Adam Steele,Record: 0-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Feb 20 1990,Damian Stasiak,Record: 10-6-0,"5' 5""",70,3.1,1.86,Orthodox,36,52.0,0.6,35,2.64,43,135
Feb 27 1993,Laureano Staropoli,Record: 8-1-0,"6' 0""",,4.6,6.47,Orthodox,35,59.0,0.0,0,0.0,0,170
Jan 06 1975,Kalib Starnes,Record: 12-7-1,"6' 3""",74,4.43,2.71,Orthodox,48,53.0,0.6,33,1.46,25,185
Apr 25 1981,Clifford Starks,Record: 8-2-0,"6' 0""",77,2.49,1.94,Orthodox,33,58.0,0.0,100,1.94,60,185
--,Lucas Stark,Record: 2-5-0,--,,3.2,1.6,,25,66.0,0.0,100,12.0,0,155
Jun 09 1978,Dion Staring,Record: 24-8-0,"6' 1""",,5.0,1.09,Orthodox,37,47.0,0.0,0,0.0,33,235
Nov 19 1984,Josh Stansbury,Record: 8-5-0,"6' 2""",74,3.54,3.22,,54,54.0,1.0,0,0.0,87,205
Sep 24 1980,Brian Stann,Record: 12-6-0,"6' 1""",74,2.65,3.28,Orthodox,42,59.0,0.3,12,0.12,60,205
Mar 29 1994,Cristina Stanciu,Record: 5-2-0,"5' 3""",64,3.07,2.5,Orthodox,50,52.0,1.7,100,0.85,40,115
Nov 09 1989,Cody Stamann,Record: 18-2-0,"5' 6""",64,3.29,4.59,Orthodox,47,63.0,0.0,51,3.28,86,135
Jan 25 1983,Ron Stallings,Record: 13-8-0 (1 NC),"6' 2""",75,3.26,3.22,Southpaw,60,51.0,0.0,0,0.0,71,170
May 20 1988,Andreas Stahl,Record: 9-2-0,"5' 11""",73,4.74,2.83,Orthodox,37,57.0,0.0,66,1.55,80,170
--,Bobby Stack,Record: 8-2-0,"5' 9""",,2.89,1.0,Orthodox,20,34.0,0.0,45,7.48,100,155
May 19 1981,Georges St-Pierre,Record: 26-2-0,"5' 11""",76,1.4,3.78,Orthodox,53,72.0,1.1,74,4.16,83,185
May 12 1987,Austin Springer,Record: 10-3-0,"5' 8""",71,2.68,3.46,Orthodox,63,41.0,1.1,44,4.24,100,145
Jan 09 1971,Pete Spratt,Record: 23-21-0,"5' 9""",,1.33,1.63,Orthodox,48,55.0,0.3,100,0.3,46,170
Oct 12 1984,Daniel Spohn,Record: 15-6-0,"6' 4""",79,1.6,2.42,Southpaw,49,53.0,2.5,0,0.0,28,205
Jan 24 1995,Sergey Spivak,Record: 9-0-0,"6' 3""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,238
Jul 31 1990,Daniel Spitz,Record: 6-2-0,"6' 7""",82,4.77,2.88,Orthodox,39,51.0,0.0,66,1.18,0,245
--,Waachiim Spiritwolf,Record: 9-8-1 (1 NC),"5' 8""",,10.0,10.0,,100,0.0,0.0,0,0.0,0,170
Sep 29 1986,Eric Spicely,Record: 10-5-0,"6' 1""",73,3.02,2.01,Orthodox,40,58.0,1.5,20,1.95,0,185
Sep 28 1966,Mario Sperry,Record: 13-4-0,"6' 2""",,1.53,2.81,Orthodox,52,47.0,1.4,42,2.09,71,205
--,Nick Sperling,Record: 3-4-0,--,,1.4,1.4,,25,66.0,0.0,0,0.0,0,135
--,Sam Spengler,Record: 4-2-0,"5' 11""",,3.27,3.27,Orthodox,62,54.0,1.8,11,1.75,75,185
Nov 29 1990,Felicia Spencer,Record: 6-0-0,"5' 6""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Jun 25 1987,Sean Spencer,Record: 12-6-0,"5' 10""",75,4.02,4.24,,32,60.0,0.0,33,0.14,68,170
--,Patrick Speight,Record: 7-3-0,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,170
Aug 20 1984,Tommy Speer,Record: 19-5-0,"5' 10""",71,5.12,2.56,Orthodox,51,35.0,0.0,33,2.02,33,170
--,Ron Sparks,Record: 8-1-0,"6' 5""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,265
Aug 24 1991,Ryan Spann,Record: 15-5-0,"6' 5""",81,2.55,3.25,Orthodox,48,44.0,1.9,0,0.0,66,205
Nov 26 1987,Chris Spang,Record: 5-2-0,"6' 2""",,1.95,1.83,Orthodox,36,60.0,0.9,0,0.0,50,170
Mar 11 1988,Charon Spain,Record: 6-7-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Nov 07 1978,Andreas Spang,Record: 6-1-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Mar 11 1991,Livinha Souza,Record: 13-1-0,"5' 5""",63,2.2,2.02,Orthodox,39,63.0,3.7,45,4.59,0,115
Oct 17 1984,Kevin Souza,Record: 19-4-0,"6' 0""",74,2.91,4.65,Orthodox,44,58.0,0.0,0,0.0,50,145
Dec 07 1979,Jacare Souza,Record: 26-6-0 (1 NC),"6' 1""",72,2.46,2.61,Orthodox,46,63.0,1.7,41,3.01,53,185
Dec 16 1969,Bobby Southworth,Record: 10-6-0 (1 NC),"6' 2""",,1.38,0.99,Orthodox,39,65.0,1.3,78,3.98,64,205
Oct 23 1988,Andre Soukhamthath,Record: 13-7-0,"5' 9""",70,3.96,3.0,Orthodox,45,52.0,0.2,66,1.48,62,135
--,Mario Soto,Record: 7-2-0,"6' 0""",,5.23,1.43,,23,42.0,0.0,0,0.0,0,145
Mar 22 1987,Joe Soto,Record: 18-7-0,"5' 6""",65,5.37,3.36,Orthodox,41,67.0,1.9,21,0.85,70,135
Feb 15 1984,Alex Soto,Record: 6-2-1,"5' 8""",71,5.02,2.95,Southpaw,25,59.0,0.0,30,2.82,0,135
Jun 03 1986,Greg Soto,Record: 8-2-0,"5' 11""",73,2.61,3.21,Orthodox,63,52.0,1.0,27,1.49,44,170
Aug 02 1977,Krzysztof Soszynski,Record: 26-12-1,"6' 1""",77,3.13,3.37,Open Stance,39,58.0,1.0,25,0.52,71,205
Jul 09 1977,George Sotiropoulos,Record: 14-6-0,"5' 10""",71,2.52,2.61,Orthodox,27,67.0,1.6,31,2.32,53,155
Jul 06 1989,Dmitry Sosnovskiy,Record: 11-0-0,"6' 3""",77,2.53,2.95,Orthodox,70,35.0,3.2,66,3.16,100,240
Oct 06 1989,Sean Soriano,Record: 8-3-0,"5' 9""",70,2.31,3.15,Orthodox,61,52.0,0.0,42,1.27,55,145
--,Cody Sons,Record: 3-7-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Apr 03 1977,Chael Sonnen,Record: 29-14-1,"6' 1""",74,1.1,3.08,Southpaw,43,62.0,0.4,59,3.81,66,205
Apr 01 1993,Jin Soo Son,Record: 9-3-0,"5' 6""",69,6.67,3.87,Orthodox,26,56.0,0.0,14,1.0,100,135
Feb 15 1991,Emiliano Sordi,Record: 16-6-0,"6' 2""",,4.79,4.79,Orthodox,50,48.0,8.3,0,0.0,100,205
--,Paul Song,Record: 2-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Nov 22 1970,Joe Son,Record: 0-4-0,"5' 4""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,236
--,Chris Solomon,Record: 0-0-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Apr 18 1984,Rameau Thierry Sokoudjou,Record: 12-10-0,"5' 10""",78,2.61,2.26,Orthodox,45,56.0,0.9,47,1.93,78,205
Sep 07 1975,Renato Sobral,Record: 36-9-0,"6' 1""",75,1.53,2.23,Orthodox,45,57.0,2.6,42,2.48,65,205
Jan 11 1987,Peter Sobotta,Record: 17-6-1,"6' 0""",75,2.89,2.17,Southpaw,39,59.0,0.6,35,1.76,77,170
--,Denis Sobolev,Record: 4-7-0,"6' 3""",,5.45,0.0,Orthodox,0,33.0,0.0,0,0.0,0,216
Aug 17 1991,Richie Smullen,Record: 3-1-1,"5' 9""",68,2.26,1.98,Orthodox,77,65.0,0.0,66,8.49,0,155
Jul 16 1991,Louis Smolka,Record: 15-6-0,"5' 9""",68,3.37,3.92,Orthodox,45,52.0,2.2,34,1.71,30,135
Aug 05 1982,Dmitrii Smoliakov,Record: 9-2-0,"6' 2""",74,3.35,1.63,Switch,43,56.0,0.0,0,0.0,75,253
--,Justin Smitley,Record: 10-7-1,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
--,Walter Smith-Cotito,Record: 4-5-0 (1 NC),"5' 8""",,3.53,2.95,,36,68.0,0.0,33,2.16,57,135
Apr 05 1989,Cole Smith,Record: 6-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Jul 30 1993,Devonte Smith,Record: 10-1-0,"5' 9""",76,2.93,8.78,Orthodox,56,60.0,0.0,0,0.0,100,155
Aug 17 1982,Leslie Smith,Record: 10-7-1,"5' 9""",66,8.41,7.56,Orthodox,40,51.0,0.0,0,0.0,62,135
Oct 19 1981,Gilbert Smith,Record: 5-2-0,"5' 9""",75,2.73,1.09,Southpaw,41,35.0,1.2,60,3.51,0,185
Aug 14 1987,Colton Smith,Record: 6-4-0,"6' 0""",71,2.3,1.64,Orthodox,41,51.0,1.4,36,4.09,25,155
Jul 26 1988,Anthony Smith,Record: 31-14-0,"6' 4""",76,4.31,3.09,Orthodox,47,43.0,0.8,28,0.46,50,205
--,Dillon Smith,Record: 0-0-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Jan 05 1981,Trevor Smith,Record: 15-9-0,"6' 3""",75,3.02,3.34,Orthodox,57,51.0,0.8,32,1.86,62,185
--,Adam Smith,Record: 0-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,David Smith,Record: 5-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Jul 02 1982,Josh Smith,Record: 6-5-0,"6' 0""",,1.4,0.73,Orthodox,28,54.0,2.0,0,0.0,57,155
--,Eric Smith,Record: 1-1-0,--,,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,
May 21 1979,Scott Smith,Record: 17-9-0 (1 NC),"6' 0""",70,5.94,1.86,Orthodox,27,50.0,0.4,6,0.13,58,185
Aug 28 1963,Patrick Smith,Record: 20-15-0,"6' 2""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,225
--,Kestutis Smirnovas,Record: 22-8-1,"5' 10""",,5.05,4.95,Orthodox,52,54.0,1.6,50,1.55,100,200
Dec 13 1961,Maurice Smith,Record: 12-13-0,"6' 2""",,0.47,0.41,Orthodox,46,60.0,0.9,50,0.89,20,221
Jul 14 1985,Ray Sloan,Record: 8-1-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Oct 17 1977,Joe Slick,Record: 16-5-3,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,199
--,Brian Sleeman,Record: 9-9-1,"5' 8""",,1.85,4.0,,48,70.0,0.0,100,9.23,100,185
--,Zach Skinner,Record: 6-8-0,"5' 6""",,2.4,0.53,Orthodox,50,32.0,1.0,27,5.0,100,145
Jan 23 1967,Matt Skelton,Record: 0-1-0,"6' 3""",,0.54,0.0,Orthodox,0,0.0,0.0,0,0.0,66,265
May 11 1985,Chas Skelly,Record: 17-4-0,"5' 11""",72,3.49,2.12,Orthodox,40,47.0,2.3,34,1.83,35,145
